sheet,source_row,model_code,remote_model,panel_model,source_text,remote_options,remote_classification,panel_options,panel_classification,row_classification
CO INV,1041,FHFC71EV1/RZFC71EY1,BRC2E61,,"FHFC71EV1 / RZFC71EY1 + BRC2E61 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC2E61|BRC7GA56,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1088,FHFC71EV1/RZFC71EY1,BRC7GA56,,"FHFC71EV1 / RZFC71EY1 + BRC7GA56 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC2E61|BRC7GA56,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1032,FHFC85EV1/RZFC85EVM,BRC2E61,,"FHFC85EV1 / RZFC85EVM + BRC2E61 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC7GA56,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1079,FHFC85EV1/RZFC85EVM,BRC7GA56,,"FHFC85EV1 / RZFC85EVM + BRC7GA56 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC7GA56,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1045,FHFC85EV1/RZFC85EY1,BRC2E61,,"FHFC85EV1 / RZFC85EY1 + BRC2E61 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC7GA56,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1092,FHFC85EV1/RZFC85EY1,BRC7GA56,,"FHFC85EV1 / RZFC85EY1 + BRC7GA56 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC7GA56,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,275,FHNQ13MV1V/RNQ13MV1V,BRC1NU61,,FHNQ13MV1V / RNQ13MV1V + BRC1NU61 3.8 13000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,310,FHNQ13MV1V/RNQ13MV1V,BRC7NU66,,FHNQ13MV1V / RNQ13MV1V + BRC7NU66 3.8 13000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,279,FHNQ18MV1V/RNQ18MV1V,BRC1NU61,,FHNQ18MV1V / RNQ18MV1V + BRC1NU61 5.3 18000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,314,FHNQ18MV1V/RNQ18MV1V,BRC7NU66,,FHNQ18MV1V / RNQ18MV1V + BRC7NU66 5.3 18000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,283,FHNQ21MV1V/RNQ21MV1V,BRC1NU61,,FHNQ21MV1V / RNQ21MV1V + BRC1NU61 6.2 21000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,318,FHNQ21MV1V/RNQ21MV1V,BRC7NU66,,FHNQ21MV1V / RNQ21MV1V + BRC7NU66 6.2 21000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,287,FHNQ24MV1V/RNQ24MV1V,BRC1NU61,,FHNQ24MV1V / RNQ24MV1V + BRC1NU61 7.1 24200 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,322,FHNQ24MV1V/RNQ24MV1V,BRC7NU66,,FHNQ24MV1V / RNQ24MV1V + BRC7NU66 7.1 24200 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,291,FHNQ30MV1V/RNQ30MV1V,BRC1NU61,,FHNQ30MV1V / RNQ30MV1V + BRC1NU61 8.8 30000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,326,FHNQ30MV1V/RNQ30MV1V,BRC7NU66,,FHNQ30MV1V / RNQ30MV1V + BRC7NU66 8.8 30000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,295,FHNQ36MV1V/RNQ36MV1V,BRC1NU61,,FHNQ36MV1V / RNQ36MV1V + BRC1NU61 10.1 34500 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,330,FHNQ36MV1V/RNQ36MV1V,BRC7NU66,,FHNQ36MV1V / RNQ36MV1V + BRC7NU66 10.1 34500 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,300,FHNQ42MV1/RNQ42MY1,BRC1NU61,,FHNQ42MV1 / RNQ42MY1 + BRC1NU61 12.3 42000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,335,FHNQ42MV1/RNQ42MY1,BRC7NU66,,FHNQ42MV1 / RNQ42MY1 + BRC7NU66 12.3 42000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,304,FHNQ48MV1/RNQ48MY1,BRC1NU61,,FHNQ48MV1 / RNQ48MY1 + BRC1NU61 14.1 48000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,339,FHNQ48MV1/RNQ48MY1,BRC7NU66,,FHNQ48MV1 / RNQ48MY1 + BRC7NU66 14.1 48000 Bộ,BRC1NU61|BRC7NU66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,361,FVA100AMVM/RZA100DV1,BRC1E63,,"FVA100AMVM / RZA100DV1 + BRC1E63 10.0
(3.2-11.2) 34,100
(10,900-38,200) 11.2
(3.5-12.5) 38,200
(11,900-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,400,FVA100AMVM/RZA100DV1,BRC4C65,,"FVA100AMVM / RZA100DV1 + BRC4C65 10.0
(3.2-11.2) 34,100
(10,900-38,200) 11.2
(3.5-12.5) 38,200
(11,900-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,374,FVA100AMVM/RZA100DY1,BRC1E63,,"FVA100AMVM / RZA100DY1 + BRC1E63 10.0
(5.0-11.2) 34,100
(17,100-38,200) 11.2
(5.1-12.5) 38,200
(17,400-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,413,FVA100AMVM/RZA100DY1,BRC4C65,,"FVA100AMVM / RZA100DY1 + BRC4C65 10.0
(5.0-11.2) 34,100
(17,100-38,200) 11.2
(5.1-12.5) 38,200
(17,400-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,545,FVA100AMVM/RZF100CVM,BRC1E63,,"FVA100AMVM / RZF100CVM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,614,FVA100AMVM/RZF100CVM,BRC4C66,,"FVA100AMVM / RZF100CVM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,575,FVA100AMVM/RZF100CYM,BRC1E63,,"FVA100AMVM / RZF100CYM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,644,FVA100AMVM/RZF100CYM,BRC4C66,,"FVA100AMVM / RZF100CYM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,558,FVA100AMVM/RZF100DVM,BRC1E63,,"FVA100AMVM / RZF100DVM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,627,FVA100AMVM/RZF100DVM,BRC4C66,,"FVA100AMVM / RZF100DVM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,588,FVA100AMVM/RZF100DYM,BRC1E63,,"FVA100AMVM / RZF100DYM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,657,FVA100AMVM/RZF100DYM,BRC4C66,,"FVA100AMVM / RZF100DYM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,365,FVA125AMVM/RZA125DV1,BRC1E63,,"FVA125AMVM / RZA125DV1 + BRC1E63 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,404,FVA125AMVM/RZA125DV1,BRC4C65,,"FVA125AMVM / RZA125DV1 + BRC4C65 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,378,FVA125AMVM/RZA125DY1,BRC1E63,,"FVA125AMVM / RZA125DY1 + BRC1E63 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,417,FVA125AMVM/RZA125DY1,BRC4C65,,"FVA125AMVM / RZA125DY1 + BRC4C65 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,549,FVA125AMVM/RZF125CVM,BRC1E63,,"FVA125AMVM / RZF125CVM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,618,FVA125AMVM/RZF125CVM,BRC4C66,,"FVA125AMVM / RZF125CVM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,579,FVA125AMVM/RZF125CYM,BRC1E63,,"FVA125AMVM / RZF125CYM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,648,FVA125AMVM/RZF125CYM,BRC4C66,,"FVA125AMVM / RZF125CYM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,562,FVA125AMVM/RZF125DVM,BRC1E63,,"FVA125AMVM / RZF125DVM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,631,FVA125AMVM/RZF125DVM,BRC4C66,,"FVA125AMVM / RZF125DVM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,592,FVA125AMVM/RZF125DYM,BRC1E63,,"FVA125AMVM / RZF125DYM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,661,FVA125AMVM/RZF125DYM,BRC4C66,,"FVA125AMVM / RZF125DYM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,369,FVA140AMVM/RZA140DV1,BRC1E63,,"FVA140AMVM / RZA140DV1 + BRC1E63 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,408,FVA140AMVM/RZA140DV1,BRC4C65,,"FVA140AMVM / RZA140DV1 + BRC4C65 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,382,FVA140AMVM/RZA140DY1,BRC1E63,,"FVA140AMVM / RZA140DY1 + BRC1E63 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,421,FVA140AMVM/RZA140DY1,BRC4C65,,"FVA140AMVM / RZA140DY1 + BRC4C65 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,553,FVA140AMVM/RZF140CVM,BRC1E63,,"FVA140AMVM / RZF140CVM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,622,FVA140AMVM/RZF140CVM,BRC4C66,,"FVA140AMVM / RZF140CVM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,583,FVA140AMVM/RZF140CYM,BRC1E63,,"FVA140AMVM / RZF140CYM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,652,FVA140AMVM/RZF140CYM,BRC4C66,,"FVA140AMVM / RZF140CYM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,566,FVA140AMVM/RZF140DVM,BRC1E63,,"FVA140AMVM / RZF140DVM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,635,FVA140AMVM/RZF140DVM,BRC4C66,,"FVA140AMVM / RZF140DVM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,596,FVA140AMVM/RZF140DYM,BRC1E63,,"FVA140AMVM / RZF140DYM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,665,FVA140AMVM/RZF140DYM,BRC4C66,,"FVA140AMVM / RZF140DYM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,349,FVA50AMVM/RZA50DV2V,BRC1E63,,"FVA50AMVM / RZA50DV2V + BRC1E63 5.0
(1.4-6.0) 17,100
(4,800-20,500) 6.0
(1.4-7.1) 20,500
(4,800-24,200) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,388,FVA50AMVM/RZA50DV2V,BRC4C65,,"FVA50AMVM / RZA50DV2V + BRC4C65 5.0
(1.4-6.0) 17,100
(4,800-20,500) 6.0
(1.4-7.1) 20,500
(4,800-24,200) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,533,FVA50AMVM/RZF50DVM,BRC1E63,,"FVA50AMVM / RZF50DVM + BRC1E63 5.0
(2.3 - 5.6) 17,100
(7,800-19,100) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,602,FVA50AMVM/RZF50DVM,BRC4C66,,"FVA50AMVM / RZF50DVM + BRC4C66 5.0
(2.3 - 5.6) 17,100
(7,800-19,100) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,353,FVA60AMVM/RZA60DV2V,BRC1E63,,"FVA60AMVM / RZA60DV2V + BRC1E63 6.0
(1.4-7.1) 20,500
(4,800-24,200) 7.1
(1.4-8.0) 23,200
(4,800-27,300) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,392,FVA60AMVM/RZA60DV2V,BRC4C65,,"FVA60AMVM / RZA60DV2V + BRC4C65 6.0
(1.4-7.1) 20,500
(4,800-24,200) 7.1
(1.4-8.0) 23,200
(4,800-27,300) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,537,FVA60AMVM/RZF60DVM,BRC1E63,,"FVA60AMVM / RZF60DVM + BRC1E63 6.0
(2.6 - 6.3) 20,500
(8,900-21,500) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,606,FVA60AMVM/RZF60DVM,BRC4C66,,"FVA60AMVM / RZF60DVM + BRC4C66 6.0
(2.6 - 6.3) 20,500
(8,900-21,500) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,357,FVA71AMVM/RZA71DV1,BRC1E63,,"FVA71AMVM / RZA71DV1 + BRC1E63 7.1
(3.2-8.0) 24,200
(10,900-27,300) 8.0
(3.5-9.0) 27,300
(12,000-30,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,396,FVA71AMVM/RZA71DV1,BRC4C65,,"FVA71AMVM / RZA71DV1 + BRC4C65 7.1
(3.2-8.0) 24,200
(10,900-27,300) 8.0
(3.5-9.0) 27,300
(12,000-30,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,541,FVA71AMVM/RZF71DVM,BRC1E63,,"FVA71AMVM / RZF71DVM + BRC1E63 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,610,FVA71AMVM/RZF71DVM,BRC4C66,,"FVA71AMVM / RZF71DVM + BRC4C66 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,571,FVA71AMVM/RZF71DYM,BRC1E63,,"FVA71AMVM / RZF71DYM + BRC1E63 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,640,FVA71AMVM/RZF71DYM,BRC4C66,,"FVA71AMVM / RZF71DYM + BRC4C66 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,351,FVC100AV1V/RC100AGY1V,,,FVC100AV1V / RC100AGY1V 10.55 36000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,354,FVC125AV1V/RC125AGY1V,,,FVC125AV1V / RC125AGY1V 12.31 42000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,357,FVC140AV1V/RC140AGY1V,,,FVC140AV1V / RC140AGY1V 14.07 48000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,344,FVC85AV1V/RC85AGV1V,,,FVC85AV1V / RC85AGV1V 8.5 29000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,348,FVC85AV1V/RC85AGY1V,,,FVC85AV1V / RC85AGY1V 8.5 29000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1115,FVFC100AV1/RZFC100AV19,,,"FVFC100AV1 / RZFC100AV19 10
(5.00 - 11.20) 34,100
(17,100-38,200) Bộ",,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1119,FVFC125AV1/RZFC125AY19,,,"FVFC125AV1 / RZFC125AY19 12.5
(5.30 - 13.60) 42,700
(18,200-46,500) Bộ",,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1122,FVFC140AV1/RZFC140AY19,,,"FVFC140AV1 / RZFC140AY19 13.6
(5.30 - 14.40) 46,500
(18,200-49,000) Bộ",,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1109,FVFC71AV1/RZFC71AGV19,,,"FVFC71AV1 / RZFC71AGV19 7.1
(3.20 - 8.00) 24,200
(10,900-27,300) Bộ",,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,1112,FVFC85AV1/RZFC85AV19,,,"FVFC85AV1 / RZFC85AV19 8.5
(4.20 - 9.10) 29,000
(14,300-31,000) Bộ",,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
